sample	event	chrom	start	type	error_group	rep	depth	purity
visorR21	23	2R	5612284	deletion	fp	2	shallow	100
visorR21	46	3L	7160000	deletion	tp	2	shallow	100
visorR21	43	3L	5550000	deletion	tp	2	shallow	100
visorR21	-	2R	5000000	deletion	fn	2	shallow	100
visorR21	19	2L	11485000	inversion	tp	2	shallow	100
visorR21	111	X	11485000	inversion	tp	2	shallow	100
visorR21	3	2L	5550000	deletion	tp	2	shallow	100
visorR21	-	4	390000	tandem duplication	fn	2	shallow	100
visorR21	29	2R	8312000	tandem duplication	tp	2	shallow	100
visorR21	95	X	5000000	deletion	tp	2	shallow	100
visorR21	101	X	7160000	deletion	tp	2	shallow	100
visorR21	105	X	8887000	deletion	tp	2	shallow	100
visorR21	88	4	727000	deletion	tp	2	shallow	100
visorR21	69	3R	8887000	deletion	tp	2	shallow	100
visorR21	5	2L	6150000	tandem duplication	tp	2	shallow	100
visorR21	93	4	947000	tandem duplication	tp	2	shallow	100
visorR21	9	2L	8312000	tandem duplication	tp	2	shallow	100
visorR21	54	3L	10463000	inversion	tp	2	shallow	100
visorR21	77	3R	11987000	tandem duplication	tp	2	shallow	100
visorR21	78	4	200000	deletion	tp	2	shallow	100
visorR21	56	3L	10970000	tandem duplication	tp	2	shallow	100
visorR21	73	3R	10463000	inversion	tp	2	shallow	100
visorR21	90	4	863000	inversion	tp	2	shallow	100
visorR21	75	3R	10970000	tandem duplication	tp	2	shallow	100
visorR21	76	3R	11485000	inversion	tp	2	shallow	100
visorR21	14	2L	9938000	deletion	tp	2	shallow	100
visorR21	92	4	925000	inversion	tp	2	shallow	100
visorR21	31	2R	8887000	deletion	tp	2	shallow	100
visorR21	-	3L	6655000	inversion	fn	2	shallow	100
visorR21	41	3L	5000000	deletion	tp	2	shallow	100
visorR21	65	3R	6655000	inversion	tp	2	shallow	100
visorR21	59	3L	12489000	deletion	tp	2	shallow	100
visorR21	-	3R	7810000	deletion	fn	2	shallow	100
visorR21	112	X	11987000	tandem duplication	tp	2	shallow	100
visorR21	-	4	797000	inversion	fn	2	shallow	100
visorR21	25	2R	6655000	inversion	tp	2	shallow	100
visorR23	32	2R	9938000	deletion	tp	2	shallow	80
visorR23	45	3L	8887000	deletion	tp	2	shallow	80
visorR23	18	2L	12489000	deletion	tp	2	shallow	80
visorR23	5	2L	6655000	inversion	tp	2	shallow	80
visorR23	23	2R	7160000	deletion	tp	2	shallow	80
visorR23	11	2L	9437000	inversion	tp	2	shallow	80
visorR23	-	2R	5550000	deletion	fn	2	shallow	80
visorR23	38	3L	5550000	deletion	tp	2	shallow	80
visorR23	-	2R	12489000	deletion	fn	2	shallow	80
visorR23	91	X	6655000	inversion	tp	2	shallow	80
visorR23	21	2R	6150000	tandem duplication	tp	2	shallow	80
visorR23	51	3L	11485000	inversion	tp	2	shallow	80
visorR23	77	4	610000	deletion	tp	2	shallow	80
visorR23	-	4	415000	inversion	fn	2	shallow	80
visorR23	-	X	10970000	tandem duplication	fn	2	shallow	80
visorR23	14	2L	10970000	tandem duplication	tp	2	shallow	80
visorR23	36	2R	11485000	inversion	tp	2	shallow	80
visorR23	76	4	440000	deletion	tp	2	shallow	80
visorR23	33	2R	10463000	inversion	tp	2	shallow	80
visorR23	63	3R	9437000	inversion	tp	2	shallow	80
visorR23	-	3L	6150000	tandem duplication	fn	2	shallow	80
visorR23	59	3R	7160000	deletion	tp	2	shallow	80
visorR23	47	3L	9938000	deletion	tp	2	shallow	80
visorR23	102	X	12489000	deletion	tp	2	shallow	80
visorR23	30	2R	9437000	inversion	tp	2	shallow	80
visorR23	-	4	818000	deletion	fn	2	shallow	80
visorR23	-	4	969000	deletion	fn	2	shallow	80
visorR23	78	4	631869	tandem duplication	fp	2	shallow	80
visorR23	-	3R	12489000	deletion	fn	2	shallow	80
visorR23	6	2L	7160000	deletion	tp	2	shallow	80
visorR23	-	X	8312000	tandem duplication	fn	2	shallow	80
visorR23	57	3R	6150000	tandem duplication	tp	2	shallow	80
visorR23	13	2L	10463000	inversion	tp	2	shallow	80
visorR23	54	3R	5000000	deletion	tp	2	shallow	80
visorR23	89	X	5550000	deletion	tp	2	shallow	80
visorR23	44	3L	8312000	tandem duplication	tp	2	shallow	80
visorR23	83	4	890000	tandem duplication	tp	2	shallow	80
visorR23	52	3L	11987000	tandem duplication	tp	2	shallow	80
visorR23	9	2L	8887000	deletion	tp	2	shallow	80
visorR23	96	X	9437000	inversion	tp	2	shallow	80
visorR23	-	2R	11987000	tandem duplication	fn	2	shallow	80
visorR23	73	4	270000	deletion	tp	2	shallow	80
visorR23	-	4	632000	tandem duplication	fn	2	shallow	80
visorR23	46	3L	9437000	inversion	tp	2	shallow	80
visorR23	1	2L	5000000	deletion	tp	2	shallow	80
visorR23	25	2R	7810000	deletion	tp	2	shallow	80
visorR23	34	2R	10970000	tandem duplication	tp	2	shallow	80
visorR23	-	X	7810000	deletion	fn	2	shallow	80
visorR23	85	4	947000	tandem duplication	tp	2	shallow	80
visorR23	65	3R	9938000	deletion	tp	2	shallow	80
visorR23	61	3R	8312000	tandem duplication	tp	2	shallow	80
visorR23	7	2L	7810000	deletion	tp	2	shallow	80
visorR23	17	2L	11987000	tandem duplication	tp	2	shallow	80
visorR23	55	3R	5550000	deletion	tp	2	shallow	80
visorR23	43	3L	7810000	deletion	tp	2	shallow	80
visorR23	90	X	6150000	tandem duplication	tp	2	shallow	80
visorR23	97	X	9938000	deletion	tp	2	shallow	80
visorR23	20	2R	5612284	deletion	fp	2	shallow	80
visorR23	42	3L	7160000	deletion	tp	2	shallow	80
visorR23	-	2R	5000000	deletion	fn	2	shallow	80
visorR23	-	2L	11485000	inversion	fn	2	shallow	80
visorR23	69	3R	11485000	inversion	tp	2	shallow	80
visorR23	3	2L	5550000	deletion	tp	2	shallow	80
visorR23	-	4	390000	tandem duplication	fn	2	shallow	80
visorR23	26	2R	8312000	tandem duplication	tp	2	shallow	80
visorR23	87	X	5000000	deletion	tp	2	shallow	80
visorR23	93	X	7160000	deletion	tp	2	shallow	80
visorR23	95	X	8887000	deletion	tp	2	shallow	80
visorR23	81	4	727000	deletion	tp	2	shallow	80
visorR23	62	3R	8887000	deletion	tp	2	shallow	80
visorR23	4	2L	6150000	tandem duplication	tp	2	shallow	80
visorR23	98	X	10463000	inversion	tp	2	shallow	80
visorR23	8	2L	8312000	tandem duplication	tp	2	shallow	80
visorR23	48	3L	10463000	inversion	tp	2	shallow	80
visorR23	70	3R	11987000	tandem duplication	tp	2	shallow	80
visorR23	71	4	200000	deletion	tp	2	shallow	80
visorR23	50	3L	10970000	tandem duplication	tp	2	shallow	80
visorR23	66	3R	10463000	inversion	tp	2	shallow	80
visorR23	82	4	863000	inversion	tp	2	shallow	80
visorR23	68	3R	10970000	tandem duplication	tp	2	shallow	80
visorR23	-	X	11485000	inversion	fn	2	shallow	80
visorR23	12	2L	9938000	deletion	tp	2	shallow	80
visorR23	84	4	925000	inversion	tp	2	shallow	80
visorR23	28	2R	8887000	deletion	tp	2	shallow	80
visorR23	40	3L	6655000	inversion	tp	2	shallow	80
visorR23	75	4	390023	tandem duplication	fp	2	shallow	80
visorR23	37	3L	5000000	deletion	tp	2	shallow	80
visorR23	58	3R	6655000	inversion	tp	2	shallow	80
visorR23	53	3L	12489000	deletion	tp	2	shallow	80
visorR23	-	3R	7810000	deletion	fn	2	shallow	80
visorR23	101	X	11987000	tandem duplication	tp	2	shallow	80
visorR23	-	4	797000	inversion	fn	2	shallow	80
visorR23	22	2R	6655000	inversion	tp	2	shallow	80
visorR25	29	2R	9938000	deletion	tp	2	shallow	60
visorR25	44	3L	8887000	deletion	tp	2	shallow	60
visorR25	18	2L	12489000	deletion	tp	2	shallow	60
visorR25	3	2L	6655000	inversion	tp	2	shallow	60
visorR25	21	2R	7160000	deletion	tp	2	shallow	60
visorR25	11	2L	9437000	inversion	tp	2	shallow	60
visorR25	-	2R	5550000	deletion	fn	2	shallow	60
visorR25	50	3R	5023144	deletion	fp	2	shallow	60
visorR25	-	4	969000	deletion	fn	2	shallow	60
visorR25	-	2R	12489000	deletion	fn	2	shallow	60
visorR25	79	X	6655000	inversion	tp	2	shallow	60
visorR25	-	2R	6150000	tandem duplication	fn	2	shallow	60
visorR25	-	3L	11485000	inversion	fn	2	shallow	60
visorR25	-	4	610000	deletion	fn	2	shallow	60
visorR25	-	4	415000	inversion	fn	2	shallow	60
visorR25	-	X	10970000	tandem duplication	fn	2	shallow	60
visorR25	-	2L	10970000	tandem duplication	fn	2	shallow	60
visorR25	34	2R	11485000	inversion	tp	2	shallow	60
visorR25	67	4	440000	deletion	tp	2	shallow	60
visorR25	31	2R	10463000	inversion	tp	2	shallow	60
visorR25	58	3R	9437000	inversion	tp	2	shallow	60
visorR25	-	3L	6150000	tandem duplication	fn	2	shallow	60
visorR25	56	3R	7160000	deletion	tp	2	shallow	60
visorR25	46	3L	9938000	deletion	tp	2	shallow	60
visorR25	87	X	12489000	deletion	tp	2	shallow	60
visorR25	28	2R	9437000	inversion	tp	2	shallow	60
visorR25	72	4	818000	deletion	tp	2	shallow	60
visorR25	-	3R	12489000	deletion	fn	2	shallow	60
visorR25	4	2L	7160000	deletion	tp	2	shallow	60
visorR25	81	X	8312000	tandem duplication	tp	2	shallow	60
visorR25	53	3R	6150000	tandem duplication	tp	2	shallow	60
visorR25	14	2L	10463000	inversion	tp	2	shallow	60
visorR25	-	3R	5000000	deletion	fn	2	shallow	60
visorR25	78	X	5550000	deletion	tp	2	shallow	60
visorR25	41	3L	8312000	tandem duplication	tp	2	shallow	60
visorR25	-	4	890000	tandem duplication	fn	2	shallow	60
visorR25	-	3L	11987000	tandem duplication	fn	2	shallow	60
visorR25	9	2L	8887000	deletion	tp	2	shallow	60
visorR25	83	X	9437000	inversion	tp	2	shallow	60
visorR25	-	2R	11987000	tandem duplication	fn	2	shallow	60
visorR25	64	4	270000	deletion	tp	2	shallow	60
visorR25	69	4	632000	tandem duplication	tp	2	shallow	60
visorR25	45	3L	9437000	inversion	tp	2	shallow	60
visorR25	1	2L	5000000	deletion	tp	2	shallow	60
visorR25	23	2R	7810000	deletion	tp	2	shallow	60
visorR25	32	2R	10970000	tandem duplication	tp	2	shallow	60
visorR25	80	X	7810000	deletion	tp	2	shallow	60
visorR25	75	4	947000	tandem duplication	tp	2	shallow	60
visorR25	60	3R	9938000	deletion	tp	2	shallow	60
visorR25	57	3R	8312000	tandem duplication	tp	2	shallow	60
visorR25	6	2L	7810000	deletion	tp	2	shallow	60
visorR25	17	2L	11987000	tandem duplication	tp	2	shallow	60
visorR25	51	3R	5550000	deletion	tp	2	shallow	60
visorR25	40	3L	7810000	deletion	tp	2	shallow	60
visorR25	-	X	6150000	tandem duplication	fn	2	shallow	60
visorR25	-	X	9938000	deletion	fn	2	shallow	60
visorR25	19	2R	5612284	deletion	fp	2	shallow	60
visorR25	39	3L	7160000	deletion	tp	2	shallow	60
visorR25	37	3L	5550000	deletion	tp	2	shallow	60
visorR25	-	2R	5000000	deletion	fn	2	shallow	60
visorR25	16	2L	11485000	inversion	tp	2	shallow	60
visorR25	85	X	11485000	inversion	tp	2	shallow	60
visorR25	2	2L	5550000	deletion	tp	2	shallow	60
visorR25	66	4	390000	tandem duplication	tp	2	shallow	60
visorR25	25	2R	8312000	tandem duplication	tp	2	shallow	60
visorR25	76	X	5000000	deletion	tp	2	shallow	60
visorR25	-	X	7160000	deletion	fn	2	shallow	60
visorR25	-	X	8887000	deletion	fn	2	shallow	60
visorR25	71	4	727000	deletion	tp	2	shallow	60
visorR25	-	3R	8887000	deletion	fn	2	shallow	60
visorR25	-	2L	6150000	tandem duplication	fn	2	shallow	60
visorR25	84	X	10463000	inversion	tp	2	shallow	60
visorR25	7	2L	8312000	tandem duplication	tp	2	shallow	60
visorR25	47	3L	10463000	inversion	tp	2	shallow	60
visorR25	-	3R	11987000	tandem duplication	fn	2	shallow	60
visorR25	63	4	200000	deletion	tp	2	shallow	60
visorR25	48	3L	10970000	tandem duplication	tp	2	shallow	60
visorR25	-	3R	10463000	inversion	fn	2	shallow	60
visorR25	73	4	863000	inversion	tp	2	shallow	60
visorR25	61	3R	10970000	tandem duplication	tp	2	shallow	60
visorR25	62	3R	11485000	inversion	tp	2	shallow	60
visorR25	12	2L	9938000	deletion	tp	2	shallow	60
visorR25	74	4	925000	inversion	tp	2	shallow	60
visorR25	26	2R	8887000	deletion	tp	2	shallow	60
visorR25	38	3L	6655000	inversion	tp	2	shallow	60
visorR25	35	3L	5000000	deletion	tp	2	shallow	60
visorR25	54	3R	6655000	inversion	tp	2	shallow	60
visorR25	-	3L	12489000	deletion	fn	2	shallow	60
visorR25	-	3R	7810000	deletion	fn	2	shallow	60
visorR25	86	X	11987000	tandem duplication	tp	2	shallow	60
visorR25	-	4	797000	inversion	fn	2	shallow	60
visorR25	20	2R	6655000	inversion	tp	2	shallow	60
visorR27	-	2R	9938000	deletion	fn	2	shallow	40
visorR27	27	3L	8887000	deletion	tp	2	shallow	40
visorR27	13	2L	12489000	deletion	tp	2	shallow	40
visorR27	-	2R	7160000	deletion	fn	2	shallow	40
visorR27	-	2L	9437000	inversion	fn	2	shallow	40
visorR27	-	2R	5550000	deletion	fn	2	shallow	40
visorR27	30	3R	5023144	deletion	fp	2	shallow	40
visorR27	24	3L	6654995	inversion	fp	2	shallow	40
visorR27	-	4	969000	deletion	fn	2	shallow	40
visorR27	-	2R	12489000	deletion	fn	2	shallow	40
visorR27	49	X	6655000	inversion	tp	2	shallow	40
visorR27	-	2R	6150000	tandem duplication	fn	2	shallow	40
visorR27	-	3R	5000000	deletion	fn	2	shallow	40
visorR27	29	3L	11485000	inversion	tp	2	shallow	40
visorR27	-	4	610000	deletion	fn	2	shallow	40
visorR27	-	4	415000	inversion	fn	2	shallow	40
visorR27	-	X	10970000	tandem duplication	fn	2	shallow	40
visorR27	45	4	862960	inversion	fp	2	shallow	40
visorR27	9	2L	10970000	tandem duplication	tp	2	shallow	40
visorR27	-	2R	11485000	inversion	fn	2	shallow	40
visorR27	41	4	440000	deletion	tp	2	shallow	40
visorR27	-	2R	10463000	inversion	fn	2	shallow	40
visorR27	-	3R	9437000	inversion	fn	2	shallow	40
visorR27	-	3L	6150000	tandem duplication	fn	2	shallow	40
visorR27	17	2R	8887000	deletion	tp	2	shallow	40
visorR27	-	3L	9938000	deletion	fn	2	shallow	40
visorR27	-	X	12489000	deletion	fn	2	shallow	40
visorR27	-	2R	9437000	inversion	fn	2	shallow	40
visorR27	44	4	818000	deletion	tp	2	shallow	40
visorR27	-	3R	12489000	deletion	fn	2	shallow	40
visorR27	-	2L	7160000	deletion	fn	2	shallow	40
visorR27	51	X	8312000	tandem duplication	tp	2	shallow	40
visorR27	-	3R	6150000	tandem duplication	fn	2	shallow	40
visorR27	-	2L	10463000	inversion	fn	2	shallow	40
visorR27	3	2L	6655000	inversion	tp	2	shallow	40
visorR27	-	X	5550000	deletion	fn	2	shallow	40
visorR27	-	3L	8312000	tandem duplication	fn	2	shallow	40
visorR27	46	4	890000	tandem duplication	tp	2	shallow	40
visorR27	-	3L	11987000	tandem duplication	fn	2	shallow	40
visorR27	-	2L	8887000	deletion	fn	2	shallow	40
visorR27	-	X	9437000	inversion	fn	2	shallow	40
visorR27	20	2R	11987000	tandem duplication	tp	2	shallow	40
visorR27	-	3R	5550000	deletion	fn	2	shallow	40
visorR27	40	4	270000	deletion	tp	2	shallow	40
visorR27	-	4	632000	tandem duplication	fn	2	shallow	40
visorR27	-	3L	9437000	inversion	fn	2	shallow	40
visorR27	1	2L	5000000	deletion	tp	2	shallow	40
visorR27	-	2R	7810000	deletion	fn	2	shallow	40
visorR27	-	2R	10970000	tandem duplication	fn	2	shallow	40
visorR27	-	X	7810000	deletion	fn	2	shallow	40
visorR27	52	X	10463000	inversion	tp	2	shallow	40
visorR27	-	3R	9938000	deletion	fn	2	shallow	40
visorR27	-	3R	8312000	tandem duplication	fn	2	shallow	40
visorR27	5	2L	7810000	deletion	tp	2	shallow	40
visorR27	-	2L	11987000	tandem duplication	fn	2	shallow	40
visorR27	22	3L	5550000	deletion	tp	2	shallow	40
visorR27	-	3L	7810000	deletion	fn	2	shallow	40
visorR27	-	X	6150000	tandem duplication	fn	2	shallow	40
visorR27	-	X	9938000	deletion	fn	2	shallow	40
visorR27	-	3L	7160000	deletion	fn	2	shallow	40
visorR27	-	2R	5000000	deletion	fn	2	shallow	40
visorR27	-	2L	11485000	inversion	fn	2	shallow	40
visorR27	38	3R	11485000	inversion	tp	2	shallow	40
visorR27	-	2L	5550000	deletion	fn	2	shallow	40
visorR27	-	4	390000	tandem duplication	fn	2	shallow	40
visorR27	-	2R	8312000	tandem duplication	fn	2	shallow	40
visorR27	-	X	5000000	deletion	fn	2	shallow	40
visorR27	-	X	7160000	deletion	fn	2	shallow	40
visorR27	-	X	8887000	deletion	fn	2	shallow	40
visorR27	-	4	727000	deletion	fn	2	shallow	40
visorR27	35	3R	8887000	deletion	tp	2	shallow	40
visorR27	-	2L	6150000	tandem duplication	fn	2	shallow	40
visorR27	48	4	947000	tandem duplication	tp	2	shallow	40
visorR27	-	2L	8312000	tandem duplication	fn	2	shallow	40
visorR27	-	3L	10463000	inversion	fn	2	shallow	40
visorR27	-	3R	11987000	tandem duplication	fn	2	shallow	40
visorR27	-	4	200000	deletion	fn	2	shallow	40
visorR27	-	3L	10970000	tandem duplication	fn	2	shallow	40
visorR27	-	3R	10463000	inversion	fn	2	shallow	40
visorR27	-	4	863000	inversion	fn	2	shallow	40
visorR27	-	3R	10970000	tandem duplication	fn	2	shallow	40
visorR27	-	X	11485000	inversion	fn	2	shallow	40
visorR27	8	2L	9938000	deletion	tp	2	shallow	40
visorR27	47	4	925000	inversion	tp	2	shallow	40
visorR27	-	3R	7160000	deletion	fn	2	shallow	40
visorR27	-	3L	6655000	inversion	fn	2	shallow	40
visorR27	-	3L	5000000	deletion	fn	2	shallow	40
visorR27	32	3R	6655000	inversion	tp	2	shallow	40
visorR27	-	3L	12489000	deletion	fn	2	shallow	40
visorR27	-	3R	7810000	deletion	fn	2	shallow	40
visorR27	-	X	11987000	tandem duplication	fn	2	shallow	40
visorR27	-	4	797000	inversion	fn	2	shallow	40
visorR27	-	2R	6655000	inversion	fn	2	shallow	40
visorR29	-	2R	9938000	deletion	fn	2	shallow	20
visorR29	-	3L	8887000	deletion	fn	2	shallow	20
visorR29	-	2L	12489000	deletion	fn	2	shallow	20
visorR29	-	2L	6655000	inversion	fn	2	shallow	20
visorR29	-	2R	7160000	deletion	fn	2	shallow	20
visorR29	-	2L	9437000	inversion	fn	2	shallow	20
visorR29	-	2R	5550000	deletion	fn	2	shallow	20
visorR29	-	3L	5550000	deletion	fn	2	shallow	20
visorR29	-	2R	12489000	deletion	fn	2	shallow	20
visorR29	-	X	6655000	inversion	fn	2	shallow	20
visorR29	-	2R	6150000	tandem duplication	fn	2	shallow	20
visorR29	-	3L	11485000	inversion	fn	2	shallow	20
visorR29	-	4	610000	deletion	fn	2	shallow	20
visorR29	-	4	415000	inversion	fn	2	shallow	20
visorR29	-	X	10970000	tandem duplication	fn	2	shallow	20
visorR29	-	2L	10970000	tandem duplication	fn	2	shallow	20
visorR29	-	2R	11485000	inversion	fn	2	shallow	20
visorR29	-	4	440000	deletion	fn	2	shallow	20
visorR29	-	2R	10463000	inversion	fn	2	shallow	20
visorR29	-	3R	9437000	inversion	fn	2	shallow	20
visorR29	-	3L	6150000	tandem duplication	fn	2	shallow	20
visorR29	-	3R	7160000	deletion	fn	2	shallow	20
visorR29	-	3L	9938000	deletion	fn	2	shallow	20
visorR29	-	X	12489000	deletion	fn	2	shallow	20
visorR29	-	2R	9437000	inversion	fn	2	shallow	20
visorR29	-	4	818000	deletion	fn	2	shallow	20
visorR29	-	4	969000	deletion	fn	2	shallow	20
visorR29	-	3R	12489000	deletion	fn	2	shallow	20
visorR29	2	2L	7160000	deletion	tp	2	shallow	20
visorR29	-	X	8312000	tandem duplication	fn	2	shallow	20
visorR29	-	3R	6150000	tandem duplication	fn	2	shallow	20
visorR29	-	2L	10463000	inversion	fn	2	shallow	20
visorR29	-	3R	5000000	deletion	fn	2	shallow	20
visorR29	-	X	5550000	deletion	fn	2	shallow	20
visorR29	-	3L	8312000	tandem duplication	fn	2	shallow	20
visorR29	-	4	890000	tandem duplication	fn	2	shallow	20
visorR29	-	3L	11987000	tandem duplication	fn	2	shallow	20
visorR29	-	2L	8887000	deletion	fn	2	shallow	20
visorR29	-	X	9437000	inversion	fn	2	shallow	20
visorR29	-	2R	11987000	tandem duplication	fn	2	shallow	20
visorR29	-	4	270000	deletion	fn	2	shallow	20
visorR29	-	4	632000	tandem duplication	fn	2	shallow	20
visorR29	-	3L	9437000	inversion	fn	2	shallow	20
visorR29	1	2L	5000000	deletion	tp	2	shallow	20
visorR29	-	2R	7810000	deletion	fn	2	shallow	20
visorR29	-	2R	10970000	tandem duplication	fn	2	shallow	20
visorR29	-	X	7810000	deletion	fn	2	shallow	20
visorR29	-	4	947000	tandem duplication	fn	2	shallow	20
visorR29	-	3R	9938000	deletion	fn	2	shallow	20
visorR29	-	3R	8312000	tandem duplication	fn	2	shallow	20
visorR29	-	2L	7810000	deletion	fn	2	shallow	20
visorR29	-	2L	11987000	tandem duplication	fn	2	shallow	20
visorR29	-	3R	5550000	deletion	fn	2	shallow	20
visorR29	-	3L	7810000	deletion	fn	2	shallow	20
visorR29	-	X	6150000	tandem duplication	fn	2	shallow	20
visorR29	-	X	9938000	deletion	fn	2	shallow	20
visorR29	-	3L	7160000	deletion	fn	2	shallow	20
visorR29	-	2R	5000000	deletion	fn	2	shallow	20
visorR29	-	2L	11485000	inversion	fn	2	shallow	20
visorR29	-	3R	11485000	inversion	fn	2	shallow	20
visorR29	-	2L	5550000	deletion	fn	2	shallow	20
visorR29	-	4	390000	tandem duplication	fn	2	shallow	20
visorR29	-	2R	8312000	tandem duplication	fn	2	shallow	20
visorR29	-	X	5000000	deletion	fn	2	shallow	20
visorR29	-	X	7160000	deletion	fn	2	shallow	20
visorR29	-	X	8887000	deletion	fn	2	shallow	20
visorR29	-	4	727000	deletion	fn	2	shallow	20
visorR29	-	3R	8887000	deletion	fn	2	shallow	20
visorR29	-	2L	6150000	tandem duplication	fn	2	shallow	20
visorR29	8	X	10463000	inversion	tp	2	shallow	20
visorR29	-	2L	8312000	tandem duplication	fn	2	shallow	20
visorR29	3	3L	10463000	inversion	tp	2	shallow	20
visorR29	-	3R	11987000	tandem duplication	fn	2	shallow	20
visorR29	-	4	200000	deletion	fn	2	shallow	20
visorR29	-	3L	10970000	tandem duplication	fn	2	shallow	20
visorR29	-	3R	10463000	inversion	fn	2	shallow	20
visorR29	-	4	863000	inversion	fn	2	shallow	20
visorR29	-	3R	10970000	tandem duplication	fn	2	shallow	20
visorR29	-	X	11485000	inversion	fn	2	shallow	20
visorR29	-	2L	9938000	deletion	fn	2	shallow	20
visorR29	7	4	925000	inversion	tp	2	shallow	20
visorR29	-	2R	8887000	deletion	fn	2	shallow	20
visorR29	-	3L	6655000	inversion	fn	2	shallow	20
visorR29	-	3L	5000000	deletion	fn	2	shallow	20
visorR29	-	3R	6655000	inversion	fn	2	shallow	20
visorR29	-	3L	12489000	deletion	fn	2	shallow	20
visorR29	-	3R	7810000	deletion	fn	2	shallow	20
visorR29	-	X	11987000	tandem duplication	fn	2	shallow	20
visorR29	-	4	797000	inversion	fn	2	shallow	20
visorR29	-	2R	6655000	inversion	fn	2	shallow	20
visorR31	38	2R	9938000	deletion	tp	2	deep	100
visorR31	54	3L	8887000	deletion	tp	2	deep	100
visorR31	21	2L	12489000	deletion	tp	2	deep	100
visorR31	5	2L	6655000	inversion	tp	2	deep	100
visorR31	29	2R	7160000	deletion	tp	2	deep	100
visorR31	13	2L	9437000	inversion	tp	2	deep	100
visorR31	24	2R	5550000	deletion	tp	2	deep	100
visorR31	103	4	969000	deletion	tp	2	deep	100
visorR31	44	2R	12489000	deletion	tp	2	deep	100
visorR31	107	X	6655000	inversion	tp	2	deep	100
visorR31	26	2R	6150000	tandem duplication	tp	2	deep	100
visorR31	60	3L	11485000	inversion	tp	2	deep	100
visorR31	91	4	610000	deletion	tp	2	deep	100
visorR31	-	4	415000	inversion	fn	2	deep	100
visorR31	118	X	10970000	tandem duplication	tp	2	deep	100
visorR31	17	2L	10970000	tandem duplication	tp	2	deep	100
visorR31	42	2R	11485000	inversion	tp	2	deep	100
visorR31	89	4	440000	deletion	tp	2	deep	100
visorR31	39	2R	10463000	inversion	tp	2	deep	100
visorR31	75	3R	9437000	inversion	tp	2	deep	100
visorR31	-	3L	6150000	tandem duplication	fn	2	deep	100
visorR31	70	3R	7160000	deletion	tp	2	deep	100
visorR31	56	3L	9938000	deletion	tp	2	deep	100
visorR31	122	X	12489000	deletion	tp	2	deep	100
visorR31	36	2R	9437000	inversion	tp	2	deep	100
visorR31	96	4	818000	deletion	tp	2	deep	100
visorR31	-	3R	12489000	deletion	fn	2	deep	100
visorR31	6	2L	7160000	deletion	tp	2	deep	100
visorR31	111	X	8312000	tandem duplication	tp	2	deep	100
visorR31	66	3R	6150000	tandem duplication	tp	2	deep	100
visorR31	16	2L	10463000	inversion	tp	2	deep	100
visorR31	64	3R	5000000	deletion	tp	2	deep	100
visorR31	105	X	5550000	deletion	tp	2	deep	100
visorR31	51	3L	8312000	tandem duplication	tp	2	deep	100
visorR31	99	4	890000	tandem duplication	tp	2	deep	100
visorR31	61	3L	11987000	tandem duplication	tp	2	deep	100
visorR31	11	2L	8887000	deletion	tp	2	deep	100
visorR31	114	X	9437000	inversion	tp	2	deep	100
visorR31	43	2R	11987000	tandem duplication	tp	2	deep	100
visorR31	85	4	270000	deletion	tp	2	deep	100
visorR31	92	4	632000	tandem duplication	tp	2	deep	100
visorR31	55	3L	9437000	inversion	tp	2	deep	100
visorR31	1	2L	5000000	deletion	tp	2	deep	100
visorR31	31	2R	7810000	deletion	tp	2	deep	100
visorR31	41	2R	10970000	tandem duplication	tp	2	deep	100
visorR31	110	X	7810000	deletion	tp	2	deep	100
visorR31	102	4	947000	tandem duplication	tp	2	deep	100
visorR31	76	3R	9938000	deletion	tp	2	deep	100
visorR31	73	3R	8312000	tandem duplication	tp	2	deep	100
visorR31	8	2L	7810000	deletion	tp	2	deep	100
visorR31	20	2L	11987000	tandem duplication	tp	2	deep	100
visorR31	65	3R	5550000	deletion	tp	2	deep	100
visorR31	50	3L	7810000	deletion	tp	2	deep	100
visorR31	106	X	6150000	tandem duplication	tp	2	deep	100
visorR31	115	X	9938000	deletion	tp	2	deep	100
visorR31	49	3L	7160000	deletion	tp	2	deep	100
visorR31	46	3L	5550000	deletion	tp	2	deep	100
visorR31	23	2R	5000000	deletion	tp	2	deep	100
visorR31	19	2L	11485000	inversion	tp	2	deep	100
visorR31	119	X	11485000	inversion	tp	2	deep	100
visorR31	2	2L	5550000	deletion	tp	2	deep	100
visorR31	87	4	390000	tandem duplication	tp	2	deep	100
visorR31	32	2R	8312000	tandem duplication	tp	2	deep	100
visorR31	104	X	5000000	deletion	tp	2	deep	100
visorR31	109	X	7160000	deletion	tp	2	deep	100
visorR31	113	X	8887000	deletion	tp	2	deep	100
visorR31	94	4	727000	deletion	tp	2	deep	100
visorR31	74	3R	8887000	deletion	tp	2	deep	100
visorR31	4	2L	6150000	tandem duplication	tp	2	deep	100
visorR31	116	X	10463000	inversion	tp	2	deep	100
visorR31	9	2L	8312000	tandem duplication	tp	2	deep	100
visorR31	57	3L	10463000	inversion	tp	2	deep	100
visorR31	82	3R	11987000	tandem duplication	tp	2	deep	100
visorR31	83	4	200000	deletion	tp	2	deep	100
visorR31	58	3L	10970000	tandem duplication	tp	2	deep	100
